2008,5.313
2009,6.209
2010,7.404
2011,8.266
2012,9.128
2013,9.049
2014,8.845
2015,8.400
2016,8.179
2017,8.367
2018,8.326
2019,7.726
2020,7.564
2021,7.802
2022,7.719
2023,8.106
2024,8.177
2025,9.160
2026,9.685
2027,10.064
2028,9.680
2029,9.442
2030,8.662
2031,8.124
2032,8.245
2033,8.191
